Region,Load,TR
PJM,113700,0.007420938
PJM,113695,0.007535107
PJM,113662,0.007649275
PJM,113581,0.007763443
PJM,113561,0.007877612
PJM,113379,0.00799178
PJM,113345,0.008105948
PJM,113274,0.008220116
PJM,113258,0.008334285
PJM,113133,0.008448453
PJM,112986,0.008562621
PJM,112927,0.00867679
PJM,112910,0.008790958
PJM,112864,0.008905126
PJM,112814,0.009019294
PJM,112439,0.009133463
PJM,112431,0.009247631
PJM,112414,0.009361799
PJM,112372,0.009475968
PJM,112352,0.009590136
PJM,112229,0.009704304
PJM,112216,0.009818472
PJM,112098,0.009932641
PJM,112051,0.010046809
PJM,112013,0.010160977
PJM,111844,0.010275146
PJM,111747,0.010389314
PJM,111742,0.010503482
PJM,111697,0.01061765
PJM,111676,0.010731819
PJM,111670,0.010845987
PJM,111660,0.010960155
PJM,111612,0.011074324
PJM,111540,0.011188492
PJM,111536,0.01130266
PJM,111520,0.011416828
PJM,111507,0.011530997
PJM,111488,0.011645165
PJM,111376,0.011759333
PJM,111318,0.011873502
PJM,111307,0.01198767
PJM,111155,0.012101838
PJM,111120,0.012216006
PJM,111081,0.012330175
PJM,110973,0.012444343
PJM,110911,0.012558511
PJM,110861,0.01267268
PJM,110798,0.012786848
PJM,110718,0.012901016
PJM,110676,0.013015184
PJM,110522,0.013129353
PJM,110456,0.013243521
PJM,110392,0.013357689
PJM,110370,0.013471858
PJM,110346,0.013586026
PJM,110310,0.013700194
PJM,110277,0.013814362
PJM,110233,0.013928531
PJM,110214,0.014042699
PJM,110114,0.014156867
PJM,110112,0.014271036
PJM,110066,0.014385204
PJM,110057,0.014499372
PJM,109930,0.01461354
PJM,109870,0.014727709
PJM,109824,0.014841877
PJM,109816,0.014956045
PJM,109710,0.015070213
PJM,109641,0.015184382
PJM,109561,0.01529855
PJM,109514,0.015412718
PJM,109495,0.015526887
PJM,109478,0.015641055
PJM,109473,0.015755223
PJM,109465,0.015869391
PJM,109460,0.01598356
PJM,109433,0.016097728
PJM,109406,0.016211896
PJM,109376,0.016326065
PJM,109342,0.016440233
PJM,109313,0.016554401
PJM,109304,0.016668569
PJM,109276,0.016782738
PJM,109268,0.016896906
PJM,109267,0.017011074
PJM,109264,0.017125243
PJM,109223,0.017239411
PJM,109180,0.017353579
PJM,109159,0.017467747
PJM,109155,0.017581916
PJM,109153,0.017696084
PJM,109109,0.017810252
PJM,109076,0.017924421
PJM,109066,0.018038589
PJM,109055,0.018152757
PJM,109003,0.018266925
PJM,108987,0.018381094
PJM,108966,0.018495262
PJM,108936,0.01860943
PJM,108930,0.018723599
PJM,108903,0.018837767
PJM,108902,0.018951935
PJM,108836,0.019066103
PJM,108818,0.019180272
PJM,108810,0.01929444
PJM,108803,0.019408608
PJM,108798,0.019522777
PJM,108735,0.019636945
PJM,108694,0.019751113
PJM,108667,0.019865281
PJM,108514,0.01997945
PJM,108429,0.020093618
PJM,108404,0.020207786
PJM,108403,0.020321955
PJM,108399,0.020436123
PJM,108296,0.020550291
PJM,108288,0.020664459
PJM,108147,0.020778628
PJM,108113,0.020892796
PJM,108107,0.021006964
PJM,107988,0.021121133
PJM,107942,0.021235301
PJM,107921,0.021349469
PJM,107894,0.021463637
PJM,107876,0.021577806
PJM,107865,0.021691974
PJM,107846,0.021806142
PJM,107838,0.021920311
PJM,107764,0.022034479
PJM,107743,0.022148647
PJM,107695,0.022262815
PJM,107683,0.022376984
PJM,107682,0.022491152
PJM,107661,0.02260532
PJM,107515,0.022719489
PJM,107491,0.022833657
PJM,107449,0.022947825
PJM,107435,0.023061993
PJM,107435,0.023176162
PJM,107398,0.02329033
PJM,107309,0.023404498
PJM,107305,0.023518667
PJM,107290,0.023632835
PJM,107279,0.023747003
PJM,107279,0.023861171
PJM,107244,0.02397534
PJM,107192,0.024089508
PJM,107158,0.024203676
PJM,107138,0.024317845
PJM,107087,0.024432013
PJM,107052,0.024546181
PJM,107019,0.024660349
PJM,106973,0.024774518
PJM,106962,0.024888686
PJM,106957,0.025002854
PJM,106939,0.025117022
PJM,106907,0.025231191
PJM,106878,0.025345359
PJM,106873,0.025459527
PJM,106859,0.025573696
PJM,106857,0.025687864
PJM,106805,0.025802032
PJM,106637,0.0259162
PJM,106583,0.026030369
PJM,106557,0.026144537
PJM,106486,0.026258705
PJM,106447,0.026372874
PJM,106430,0.026487042
PJM,106320,0.02660121
PJM,106299,0.026715378
PJM,106264,0.026829547
PJM,106231,0.026943715
PJM,106225,0.027057883
PJM,106215,0.027172052
PJM,106196,0.02728622
PJM,106190,0.027400388
PJM,106160,0.027514556
PJM,106156,0.027628725
PJM,106140,0.027742893
PJM,106136,0.027857061
PJM,106088,0.02797123
PJM,106071,0.028085398
PJM,106045,0.028199566
PJM,105989,0.028313734
PJM,105967,0.028427903
PJM,105954,0.028542071
PJM,105954,0.028656239
PJM,105942,0.028770408
PJM,105907,0.028884576
PJM,105870,0.028998744
PJM,105866,0.029112912
PJM,105837,0.029227081
PJM,105812,0.029341249
PJM,105746,0.029455417
PJM,105725,0.029569586
PJM,105704,0.029683754
PJM,105701,0.029797922
PJM,105676,0.02991209
PJM,105674,0.030026259
PJM,105651,0.030140427
PJM,105595,0.030254595
PJM,105569,0.030368764
PJM,105557,0.030482932
PJM,105556,0.0305971
PJM,105504,0.030711268
PJM,105493,0.030825437
PJM,105490,0.030939605
PJM,105471,0.031053773
PJM,105471,0.031167942
PJM,105467,0.03128211
PJM,105451,0.031396278
PJM,105446,0.031510446
PJM,105432,0.031624615
PJM,105379,0.031738783
PJM,105321,0.031852951
PJM,105271,0.03196712
PJM,105270,0.032081288
PJM,105263,0.032195456
PJM,105255,0.032309624
PJM,105224,0.032423793
PJM,105217,0.032537961
PJM,105207,0.032652129
PJM,105183,0.032766298
PJM,105153,0.032880466
PJM,105091,0.032994634
PJM,105083,0.033108802
PJM,105068,0.033222971
PJM,105061,0.033337139
PJM,104990,0.033451307
PJM,104990,0.033565476
PJM,104986,0.033679644
PJM,104968,0.033793812
PJM,104949,0.03390798
PJM,104915,0.034022149
PJM,104903,0.034136317
PJM,104853,0.034250485
PJM,104811,0.034364653
PJM,104806,0.034478822
PJM,104798,0.03459299
PJM,104793,0.034707158
PJM,104778,0.034821327
PJM,104767,0.034935495
PJM,104718,0.035049663
PJM,104709,0.035163831
PJM,104662,0.035278
PJM,104643,0.035392168
PJM,104638,0.035506336
PJM,104611,0.035620505
PJM,104596,0.035734673
PJM,104587,0.035848841
PJM,104577,0.035963009
PJM,104517,0.036077178
PJM,104494,0.036191346
PJM,104482,0.036305514
PJM,104466,0.036419683
PJM,104431,0.036533851
PJM,104416,0.036648019
PJM,104415,0.036762187
PJM,104407,0.036876356
PJM,104373,0.036990524
PJM,104335,0.037104692
PJM,104316,0.037218861
PJM,104315,0.037333029
PJM,104244,0.037447197
PJM,104237,0.037561365
PJM,104161,0.037675534
PJM,104111,0.037789702
PJM,104110,0.03790387
PJM,104034,0.038018039
PJM,104030,0.038132207
PJM,104010,0.038246375
PJM,103961,0.038360543
PJM,103943,0.038474712
PJM,103925,0.03858888
PJM,103870,0.038703048
PJM,103825,0.038817217
PJM,103823,0.038931385
PJM,103816,0.039045553
PJM,103798,0.039159721
PJM,103730,0.03927389
PJM,103709,0.039388058
PJM,103709,0.039502226
PJM,103700,0.039616395
PJM,103687,0.039730563
PJM,103641,0.039844731
PJM,103633,0.039958899
PJM,103632,0.040073068
PJM,103625,0.040187236
PJM,103593,0.040301404
PJM,103556,0.040415573
PJM,103534,0.040529741
PJM,103502,0.040643909
PJM,103465,0.040758077
PJM,103375,0.040872246
PJM,103358,0.040986414
PJM,103349,0.041100582
PJM,103324,0.041214751
PJM,103323,0.041328919
PJM,103320,0.041443087
PJM,103315,0.041557255
PJM,103283,0.041671424
PJM,103227,0.041785592
PJM,103207,0.04189976
PJM,103189,0.042013929
PJM,103186,0.042128097
PJM,103152,0.042242265
PJM,103107,0.042356433
PJM,103025,0.042470602
PJM,103009,0.04258477
PJM,102997,0.042698938
PJM,102968,0.042813107
PJM,102953,0.042927275
PJM,102947,0.043041443
PJM,102943,0.043155611
PJM,102907,0.04326978
PJM,102904,0.043383948
PJM,102875,0.043498116
PJM,102821,0.043612285
PJM,102816,0.043726453
PJM,102806,0.043840621
PJM,102798,0.043954789
PJM,102770,0.044068958
PJM,102752,0.044183126
PJM,102733,0.044297294
PJM,102677,0.044411462
PJM,102671,0.044525631
PJM,102668,0.044639799
PJM,102644,0.044753967
PJM,102636,0.044868136
PJM,102585,0.044982304
PJM,102559,0.045096472
PJM,102547,0.04521064
PJM,102506,0.045324809
PJM,102498,0.045438977
PJM,102493,0.045553145
PJM,102472,0.045667314
PJM,102447,0.045781482
PJM,102441,0.04589565
PJM,102420,0.046009818
PJM,102418,0.046123987
PJM,102414,0.046238155
PJM,102365,0.046352323
PJM,102359,0.046466492
PJM,102336,0.04658066
PJM,102327,0.046694828
PJM,102324,0.046808996
PJM,102316,0.046923165
PJM,102312,0.047037333
PJM,102303,0.047151501
PJM,102264,0.04726567
PJM,102264,0.047379838
PJM,102256,0.047494006
PJM,102234,0.047608174
PJM,102232,0.047722343
PJM,102216,0.047836511
PJM,102183,0.047950679
PJM,102179,0.048064848
PJM,102161,0.048179016
PJM,102121,0.048293184
PJM,102107,0.048407352
PJM,102106,0.048521521
PJM,102083,0.048635689
PJM,102044,0.048749857
PJM,102005,0.048864026
PJM,102000,0.048978194
PJM,101979,0.049092362
PJM,101974,0.04920653
PJM,101956,0.049320699
PJM,101946,0.049434867
PJM,101896,0.049549035
PJM,101890,0.049663204
PJM,101852,0.049777372
PJM,101835,0.04989154
PJM,101808,0.050005708
PJM,101808,0.050119877
PJM,101792,0.050234045
PJM,101782,0.050348213
PJM,101740,0.050462382
PJM,101695,0.05057655
PJM,101694,0.050690718
PJM,101688,0.050804886
PJM,101664,0.050919055
PJM,101573,0.051033223
PJM,101562,0.051147391
PJM,101550,0.05126156
PJM,101523,0.051375728
PJM,101514,0.051489896
PJM,101470,0.051604064
PJM,101455,0.051718233
PJM,101437,0.051832401
PJM,101431,0.051946569
PJM,101421,0.052060738
PJM,101416,0.052174906
PJM,101415,0.052289074
PJM,101390,0.052403242
PJM,101380,0.052517411
PJM,101357,0.052631579
PJM,101354,0.052745747
PJM,101347,0.052859916
PJM,101343,0.052974084
PJM,101329,0.053088252
PJM,101305,0.05320242
PJM,101285,0.053316589
PJM,101268,0.053430757
PJM,101262,0.053544925
PJM,101257,0.053659094
PJM,101256,0.053773262
PJM,101227,0.05388743
PJM,101193,0.054001598
PJM,101171,0.054115767
PJM,101126,0.054229935
PJM,101108,0.054344103
PJM,101106,0.054458271
PJM,101063,0.05457244
PJM,101022,0.054686608
PJM,101011,0.054800776
PJM,101006,0.054914945
PJM,100998,0.055029113
PJM,100976,0.055143281
PJM,100965,0.055257449
PJM,100952,0.055371618
PJM,100932,0.055485786
PJM,100924,0.055599954
PJM,100912,0.055714123
PJM,100904,0.055828291
PJM,100898,0.055942459
PJM,100898,0.056056627
PJM,100872,0.056170796
PJM,100851,0.056284964
PJM,100842,0.056399132
PJM,100804,0.056513301
PJM,100795,0.056627469
PJM,100776,0.056741637
PJM,100770,0.056855805
PJM,100751,0.056969974
PJM,100675,0.057084142
PJM,100632,0.05719831
PJM,100624,0.057312479
PJM,100621,0.057426647
PJM,100606,0.057540815
PJM,100569,0.057654983
PJM,100558,0.057769152
PJM,100536,0.05788332
PJM,100521,0.057997488
PJM,100515,0.058111657
PJM,100498,0.058225825
PJM,100472,0.058339993
PJM,100469,0.058454161
PJM,100456,0.05856833
PJM,100443,0.058682498
PJM,100409,0.058796666
PJM,100403,0.058910835
PJM,100395,0.059025003
PJM,100374,0.059139171
PJM,100366,0.059253339
PJM,100341,0.059367508
PJM,100341,0.059481676
PJM,100332,0.059595844
PJM,100324,0.059710013
PJM,100303,0.059824181
PJM,100301,0.059938349
PJM,100299,0.060052517
PJM,100277,0.060166686
PJM,100260,0.060280854
PJM,100242,0.060395022
PJM,100239,0.060509191
PJM,100235,0.060623359
PJM,100220,0.060737527
PJM,100214,0.060851695
PJM,100205,0.060965864
PJM,100169,0.061080032
PJM,100167,0.0611942
PJM,100140,0.061308369
PJM,100139,0.061422537
PJM,100137,0.061536705
PJM,100134,0.061650873
PJM,100133,0.061765042
PJM,100130,0.06187921
PJM,100111,0.061993378
PJM,100108,0.062107547
PJM,100103,0.062221715
PJM,100099,0.062335883
PJM,100096,0.062450051
PJM,100084,0.06256422
PJM,100064,0.062678388
PJM,100050,0.062792556
PJM,100047,0.062906725
PJM,100041,0.063020893
PJM,100023,0.063135061
PJM,100006,0.063249229
PJM,99993,0.063363398
PJM,99991,0.063477566
PJM,99985,0.063591734
PJM,99974,0.063705903
PJM,99932,0.063820071
PJM,99931,0.063934239
PJM,99929,0.064048407
PJM,99922,0.064162576
PJM,99905,0.064276744
PJM,99905,0.064390912
PJM,99888,0.06450508
PJM,99879,0.064619249
PJM,99876,0.064733417
PJM,99874,0.064847585
PJM,99866,0.064961754
PJM,99863,0.065075922
PJM,99857,0.06519009
PJM,99837,0.065304258
PJM,99829,0.065418427
PJM,99820,0.065532595
PJM,99801,0.065646763
PJM,99800,0.065760932
PJM,99768,0.0658751
PJM,99763,0.065989268
PJM,99759,0.066103436
PJM,99732,0.066217605
PJM,99703,0.066331773
PJM,99680,0.066445941
PJM,99657,0.06656011
PJM,99647,0.066674278
PJM,99646,0.066788446
PJM,99634,0.066902614
PJM,99614,0.067016783
PJM,99600,0.067130951
PJM,99599,0.067245119
PJM,99592,0.067359288
PJM,99579,0.067473456
PJM,99575,0.067587624
PJM,99566,0.067701792
PJM,99533,0.067815961
PJM,99532,0.067930129
PJM,99502,0.068044297
PJM,99500,0.068158466
PJM,99491,0.068272634
PJM,99463,0.068386802
PJM,99420,0.06850097
PJM,99416,0.068615139
PJM,99407,0.068729307
PJM,99405,0.068843475
PJM,99383,0.068957644
PJM,99371,0.069071812
PJM,99365,0.06918598
PJM,99360,0.069300148
PJM,99348,0.069414317
PJM,99344,0.069528485
PJM,99310,0.069642653
PJM,99270,0.069756822
PJM,99262,0.06987099
PJM,99258,0.069985158
PJM,99256,0.070099326
PJM,99256,0.070213495
PJM,99223,0.070327663
PJM,99218,0.070441831
PJM,99215,0.070556
PJM,99207,0.070670168
PJM,99199,0.070784336
PJM,99104,0.070898504
PJM,99100,0.071012673
PJM,99098,0.071126841
PJM,99092,0.071241009
PJM,99092,0.071355178
PJM,99074,0.071469346
PJM,99061,0.071583514
PJM,99059,0.071697682
PJM,99058,0.071811851
PJM,99050,0.071926019
PJM,99043,0.072040187
PJM,99039,0.072154356
PJM,99013,0.072268524
PJM,98960,0.072382692
PJM,98951,0.07249686
PJM,98935,0.072611029
PJM,98929,0.072725197
PJM,98927,0.072839365
PJM,98925,0.072953534
PJM,98914,0.073067702
PJM,98894,0.07318187
PJM,98881,0.073296038
PJM,98875,0.073410207
PJM,98873,0.073524375
PJM,98857,0.073638543
PJM,98826,0.073752711
PJM,98819,0.07386688
PJM,98818,0.073981048
PJM,98813,0.074095216
PJM,98802,0.074209385
PJM,98794,0.074323553
PJM,98771,0.074437721
PJM,98768,0.074551889
PJM,98764,0.074666058
PJM,98753,0.074780226
PJM,98749,0.074894394
PJM,98726,0.075008563
PJM,98720,0.075122731
PJM,98719,0.075236899
PJM,98701,0.075351067
PJM,98701,0.075465236
PJM,98700,0.075579404
PJM,98698,0.075693572
PJM,98693,0.075807741
PJM,98679,0.075921909
PJM,98675,0.076036077
PJM,98669,0.076150245
PJM,98665,0.076264414
PJM,98658,0.076378582
PJM,98638,0.07649275
PJM,98637,0.076606919
PJM,98624,0.076721087
PJM,98619,0.076835255
PJM,98581,0.076949423
PJM,98562,0.077063592
PJM,98557,0.07717776
PJM,98554,0.077291928
PJM,98540,0.077406097
PJM,98527,0.077520265
PJM,98526,0.077634433
PJM,98499,0.077748601
PJM,98481,0.07786277
PJM,98465,0.077976938
PJM,98458,0.078091106
PJM,98439,0.078205275
PJM,98430,0.078319443
PJM,98416,0.078433611
PJM,98416,0.078547779
PJM,98414,0.078661948
PJM,98413,0.078776116
PJM,98400,0.078890284
PJM,98399,0.079004453
PJM,98365,0.079118621
PJM,98350,0.079232789
PJM,98344,0.079346957
PJM,98326,0.079461126
PJM,98317,0.079575294
PJM,98317,0.079689462
PJM,98315,0.079803631
PJM,98310,0.079917799
PJM,98273,0.080031967
PJM,98265,0.080146135
PJM,98245,0.080260304
PJM,98240,0.080374472
PJM,98229,0.08048864
PJM,98226,0.080602809
PJM,98221,0.080716977
PJM,98220,0.080831145
PJM,98213,0.080945313
PJM,98211,0.081059482
PJM,98206,0.08117365
PJM,98181,0.081287818
PJM,98156,0.081401987
PJM,98150,0.081516155
PJM,98148,0.081630323
PJM,98136,0.081744491
PJM,98130,0.08185866
PJM,98116,0.081972828
PJM,98115,0.082086996
PJM,98112,0.082201165
PJM,98102,0.082315333
PJM,98099,0.082429501
PJM,98095,0.082543669
PJM,98049,0.082657838
PJM,98046,0.082772006
PJM,98037,0.082886174
PJM,98026,0.083000343
PJM,98023,0.083114511
PJM,98023,0.083228679
PJM,98023,0.083342847
PJM,98016,0.083457016
PJM,98007,0.083571184
PJM,98001,0.083685352
PJM,97995,0.08379952
PJM,97965,0.083913689
PJM,97964,0.084027857
PJM,97959,0.084142025
PJM,97951,0.084256194
PJM,97945,0.084370362
PJM,97945,0.08448453
PJM,97937,0.084598698
PJM,97901,0.084712867
PJM,97878,0.084827035
PJM,97863,0.084941203
PJM,97855,0.085055372
PJM,97845,0.08516954
PJM,97837,0.085283708
PJM,97831,0.085397876
PJM,97775,0.085512045
PJM,97768,0.085626213
PJM,97733,0.085740381
PJM,97730,0.08585455
PJM,97719,0.085968718
PJM,97716,0.086082886
PJM,97696,0.086197054
PJM,97695,0.086311223
PJM,97694,0.086425391
PJM,97682,0.086539559
PJM,97681,0.086653728
PJM,97678,0.086767896
PJM,97634,0.086882064
PJM,97628,0.086996232
PJM,97600,0.087110401
PJM,97590,0.087224569
PJM,97589,0.087338737
PJM,97582,0.087452906
PJM,97581,0.087567074
PJM,97577,0.087681242
PJM,97575,0.08779541
PJM,97566,0.087909579
PJM,97563,0.088023747
PJM,97540,0.088137915
PJM,97531,0.088252084
PJM,97518,0.088366252
PJM,97467,0.08848042
PJM,97456,0.088594588
PJM,97451,0.088708757
PJM,97437,0.088822925
PJM,97431,0.088937093
PJM,97428,0.089051262
PJM,97425,0.08916543
PJM,97423,0.089279598
PJM,97417,0.089393766
PJM,97394,0.089507935
PJM,97387,0.089622103
PJM,97381,0.089736271
PJM,97376,0.08985044
PJM,97372,0.089964608
PJM,97363,0.090078776
PJM,97357,0.090192944
PJM,97343,0.090307113
PJM,97326,0.090421281
PJM,97318,0.090535449
PJM,97316,0.090649618
PJM,97293,0.090763786
PJM,97292,0.090877954
PJM,97283,0.090992122
PJM,97256,0.091106291
PJM,97248,0.091220459
PJM,97236,0.091334627
PJM,97235,0.091448796
PJM,97229,0.091562964
PJM,97203,0.091677132
PJM,97194,0.0917913
PJM,97174,0.091905469
PJM,97170,0.092019637
PJM,97150,0.092133805
PJM,97145,0.092247974
PJM,97122,0.092362142
PJM,97108,0.09247631
PJM,97088,0.092590478
PJM,97062,0.092704647
PJM,97053,0.092818815
PJM,97050,0.092932983
PJM,97039,0.093047152
PJM,97022,0.09316132
PJM,97010,0.093275488
PJM,97006,0.093389656
PJM,96998,0.093503825
PJM,96997,0.093617993
PJM,96959,0.093732161
PJM,96937,0.093846329
PJM,96935,0.093960498
PJM,96926,0.094074666
PJM,96915,0.094188834
PJM,96915,0.094303003
PJM,96904,0.094417171
PJM,96901,0.094531339
PJM,96882,0.094645507
PJM,96877,0.094759676
PJM,96862,0.094873844
PJM,96855,0.094988012
PJM,96853,0.095102181
PJM,96843,0.095216349
PJM,96832,0.095330517
PJM,96820,0.095444685
PJM,96820,0.095558854
PJM,96816,0.095673022
PJM,96812,0.09578719
PJM,96793,0.095901359
PJM,96790,0.096015527
PJM,96781,0.096129695
PJM,96780,0.096243863
PJM,96741,0.096358032
PJM,96733,0.0964722
PJM,96725,0.096586368
PJM,96695,0.096700537
PJM,96677,0.096814705
PJM,96674,0.096928873
PJM,96665,0.097043041
PJM,96652,0.09715721
PJM,96591,0.097271378
PJM,96585,0.097385546
PJM,96576,0.097499715
PJM,96550,0.097613883
PJM,96547,0.097728051
PJM,96504,0.097842219
PJM,96503,0.097956388
PJM,96495,0.098070556
PJM,96494,0.098184724
PJM,96487,0.098298893
PJM,96477,0.098413061
PJM,96477,0.098527229
PJM,96473,0.098641397
PJM,96467,0.098755566
PJM,96421,0.098869734
PJM,96415,0.098983902
PJM,96407,0.099098071
PJM,96403,0.099212239
PJM,96389,0.099326407
PJM,96386,0.099440575
PJM,96380,0.099554744
PJM,96380,0.099668912
PJM,96363,0.09978308
PJM,96363,0.099897249
PJM,96361,0.100011417
PJM,96321,0.100125585
PJM,96296,0.100239753
PJM,96277,0.100353922
PJM,96272,0.10046809
PJM,96272,0.100582258
PJM,96262,0.100696427
PJM,96254,0.100810595
PJM,96244,0.100924763
PJM,96243,0.101038931
PJM,96243,0.1011531
PJM,96222,0.101267268
PJM,96213,0.101381436
PJM,96203,0.101495605
PJM,96197,0.101609773
PJM,96180,0.101723941
PJM,96176,0.101838109
PJM,96163,0.101952278
PJM,96132,0.102066446
PJM,96130,0.102180614
PJM,96125,0.102294783
PJM,96122,0.102408951
PJM,96120,0.102523119
PJM,96118,0.102637287
PJM,96098,0.102751456
PJM,96084,0.102865624
PJM,96074,0.102979792
PJM,96023,0.10309396
PJM,96011,0.103208129
PJM,96006,0.103322297
PJM,96000,0.103436465
PJM,95978,0.103550634
PJM,95976,0.103664802
PJM,95925,0.10377897
PJM,95912,0.103893138
PJM,95908,0.104007307
PJM,95906,0.104121475
PJM,95906,0.104235643
PJM,95901,0.104349812
PJM,95894,0.10446398
PJM,95887,0.104578148
PJM,95883,0.104692316
PJM,95877,0.104806485
PJM,95870,0.104920653
PJM,95852,0.105034821
PJM,95851,0.10514899
PJM,95839,0.105263158
PJM,95806,0.105377326
PJM,95804,0.105491494
PJM,95784,0.105605663
PJM,95782,0.105719831
PJM,95779,0.105833999
PJM,95756,0.105948168
PJM,95743,0.106062336
PJM,95718,0.106176504
PJM,95694,0.106290672
PJM,95684,0.106404841
PJM,95663,0.106519009
PJM,95653,0.106633177
PJM,95641,0.106747346
PJM,95623,0.106861514
PJM,95612,0.106975682
PJM,95611,0.10708985
PJM,95607,0.107204019
PJM,95607,0.107318187
PJM,95595,0.107432355
PJM,95594,0.107546524
PJM,95582,0.107660692
PJM,95574,0.10777486
PJM,95559,0.107889028
PJM,95549,0.108003197
PJM,95529,0.108117365
PJM,95511,0.108231533
PJM,95500,0.108345702
PJM,95500,0.10845987
PJM,95496,0.108574038
PJM,95488,0.108688206
PJM,95488,0.108802375
PJM,95475,0.108916543
PJM,95462,0.109030711
PJM,95458,0.10914488
PJM,95450,0.109259048
PJM,95448,0.109373216
PJM,95447,0.109487384
PJM,95441,0.109601553
PJM,95440,0.109715721
PJM,95428,0.109829889
PJM,95428,0.109944058
PJM,95425,0.110058226
PJM,95417,0.110172394
PJM,95416,0.110286562
PJM,95406,0.110400731
PJM,95384,0.110514899
PJM,95383,0.110629067
PJM,95366,0.110743236
PJM,95365,0.110857404
PJM,95362,0.110971572
PJM,95361,0.11108574
PJM,95357,0.111199909
PJM,95345,0.111314077
PJM,95341,0.111428245
PJM,95336,0.111542414
PJM,95324,0.111656582
PJM,95321,0.11177075
PJM,95319,0.111884918
PJM,95313,0.111999087
PJM,95298,0.112113255
PJM,95291,0.112227423
PJM,95290,0.112341592
PJM,95289,0.11245576
PJM,95289,0.112569928
PJM,95243,0.112684096
PJM,95231,0.112798265
PJM,95219,0.112912433
PJM,95214,0.113026601
PJM,95204,0.113140769
PJM,95202,0.113254938
PJM,95199,0.113369106
PJM,95181,0.113483274
PJM,95180,0.113597443
PJM,95178,0.113711611
PJM,95175,0.113825779
PJM,95173,0.113939947
PJM,95172,0.114054116
PJM,95155,0.114168284
PJM,95147,0.114282452
PJM,95099,0.114396621
PJM,95092,0.114510789
PJM,95091,0.114624957
PJM,95070,0.114739125
PJM,95067,0.114853294
PJM,95061,0.114967462
PJM,95059,0.11508163
PJM,95056,0.115195799
PJM,95051,0.115309967
PJM,95045,0.115424135
PJM,95040,0.115538303
PJM,95028,0.115652472
PJM,95025,0.11576664
PJM,95013,0.115880808
PJM,94997,0.115994977
PJM,94990,0.116109145
PJM,94976,0.116223313
PJM,94959,0.116337481
PJM,94952,0.11645165
PJM,94949,0.116565818
PJM,94945,0.116679986
PJM,94918,0.116794155
PJM,94906,0.116908323
PJM,94903,0.117022491
PJM,94893,0.117136659
PJM,94880,0.117250828
PJM,94874,0.117364996
PJM,94862,0.117479164
PJM,94855,0.117593333
PJM,94852,0.117707501
PJM,94839,0.117821669
PJM,94834,0.117935837
PJM,94831,0.118050006
PJM,94825,0.118164174
PJM,94811,0.118278342
PJM,94803,0.118392511
PJM,94793,0.118506679
PJM,94792,0.118620847
PJM,94785,0.118735015
PJM,94776,0.118849184
PJM,94773,0.118963352
PJM,94766,0.11907752
PJM,94741,0.119191689
PJM,94723,0.119305857
PJM,94722,0.119420025
PJM,94703,0.119534193
PJM,94696,0.119648362
PJM,94694,0.11976253
PJM,94691,0.119876698
PJM,94684,0.119990867
PJM,94667,0.120105035
PJM,94664,0.120219203
PJM,94646,0.120333371
PJM,94645,0.12044754
PJM,94634,0.120561708
PJM,94633,0.120675876
PJM,94628,0.120790045
PJM,94620,0.120904213
PJM,94618,0.121018381
PJM,94613,0.121132549
PJM,94600,0.121246718
PJM,94590,0.121360886
PJM,94584,0.121475054
PJM,94561,0.121589223
PJM,94559,0.121703391
PJM,94537,0.121817559
PJM,94522,0.121931727
PJM,94518,0.122045896
PJM,94476,0.122160064
PJM,94465,0.122274232
PJM,94461,0.122388401
PJM,94456,0.122502569
PJM,94452,0.122616737
PJM,94436,0.122730905
PJM,94434,0.122845074
PJM,94429,0.122959242
PJM,94418,0.12307341
PJM,94417,0.123187578
PJM,94403,0.123301747
PJM,94384,0.123415915
PJM,94383,0.123530083
PJM,94359,0.123644252
PJM,94359,0.12375842
PJM,94348,0.123872588
PJM,94336,0.123986756
PJM,94330,0.124100925
PJM,94329,0.124215093
PJM,94326,0.124329261
PJM,94307,0.12444343
PJM,94291,0.124557598
PJM,94284,0.124671766
PJM,94273,0.124785934
PJM,94268,0.124900103
PJM,94262,0.125014271
PJM,94259,0.125128439
PJM,94229,0.125242608
PJM,94226,0.125356776
PJM,94224,0.125470944
PJM,94223,0.125585112
PJM,94220,0.125699281
PJM,94216,0.125813449
PJM,94204,0.125927617
PJM,94201,0.126041786
PJM,94194,0.126155954
PJM,94182,0.126270122
PJM,94166,0.12638429
PJM,94160,0.126498459
PJM,94152,0.126612627
PJM,94148,0.126726795
PJM,94131,0.126840964
PJM,94107,0.126955132
PJM,94093,0.1270693
PJM,94051,0.127183468
PJM,94035,0.127297637
PJM,94032,0.127411805
PJM,94026,0.127525973
PJM,94024,0.127640142
PJM,94004,0.12775431
PJM,94003,0.127868478
PJM,93999,0.127982646
PJM,93994,0.128096815
PJM,93984,0.128210983
PJM,93980,0.128325151
PJM,93979,0.12843932
PJM,93963,0.128553488
PJM,93956,0.128667656
PJM,93956,0.128781824
PJM,93954,0.128895993
PJM,93952,0.129010161
PJM,93921,0.129124329
PJM,93918,0.129238498
PJM,93915,0.129352666
PJM,93909,0.129466834
PJM,93874,0.129581002
PJM,93870,0.129695171
PJM,93865,0.129809339
PJM,93842,0.129923507
PJM,93840,0.130037676
PJM,93838,0.130151844
